line_id;marker;date_time;description
2161;ERROR;2017-11-10 17:16:07;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2174;ERROR;2017-11-10 17:16:07;werkzeug: Error on request:
2217;ERROR;2017-11-10 17:16:07;openerp.sql_db: Connection to the database failed
2223;ERROR;2017-11-10 17:16:07;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2236;ERROR;2017-11-10 17:16:07;werkzeug: Error on request:
2279;ERROR;2017-11-10 17:16:40;openerp.sql_db: Connection to the database failed
2285;ERROR;2017-11-10 17:16:40;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2298;ERROR;2017-11-10 17:16:40;werkzeug: Error on request:
2341;ERROR;2017-11-10 17:16:40;openerp.sql_db: Connection to the database failed
2347;ERROR;2017-11-10 17:16:40;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2360;ERROR;2017-11-10 17:16:40;werkzeug: Error on request:
2404;ERROR;2017-11-10 17:16:55;sql_db: Connection to the database failed
2410;ERROR;2017-11-10 17:16:55;addons.bus.bus: Bus.loop error, sleep and retry
2427;ERROR;2017-11-10 17:16:59;sql_db: Connection to the database failed
2433;CRITICAL;2017-11-10 17:16:59;service.server: Failed to initialize database `pg`.
2447;ERROR;2017-11-10 17:17:07;sql_db: Connection to the database failed
2453;ERROR;2017-11-10 17:17:07;addons.bus.bus: Bus.loop error, sleep and retry
2466;ERROR;2017-11-10 17:17:09;openerp.sql_db: Connection to the database failed
2472;ERROR;2017-11-10 17:17:09;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2485;ERROR;2017-11-10 17:17:09;werkzeug: Error on request:
2528;ERROR;2017-11-10 17:17:09;openerp.sql_db: Connection to the database failed
2534;ERROR;2017-11-10 17:17:09;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2547;ERROR;2017-11-10 17:17:09;werkzeug: Error on request:
2591;ERROR;2017-11-10 17:17:57;sql_db: Connection to the database failed
2597;ERROR;2017-11-10 17:17:57;addons.bus.bus: Bus.loop error, sleep and retry
2608;ERROR;2017-11-10 17:18:13;openerp.sql_db: Connection to the database failed
2614;ERROR;2017-11-10 17:18:13;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2627;ERROR;2017-11-10 17:18:13;werkzeug: Error on request:
2670;ERROR;2017-11-10 17:18:13;openerp.sql_db: Connection to the database failed
2676;ERROR;2017-11-10 17:18:13;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2689;ERROR;2017-11-10 17:18:13;werkzeug: Error on request:
2732;ERROR;2017-11-10 17:18:16;openerp.sql_db: Connection to the database failed
2738;ERROR;2017-11-10 17:18:16;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2751;ERROR;2017-11-10 17:18:16;werkzeug: Error on request:
2794;ERROR;2017-11-10 17:18:16;openerp.sql_db: Connection to the database failed
2800;ERROR;2017-11-10 17:18:16;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2813;ERROR;2017-11-10 17:18:16;werkzeug: Error on request:
2856;ERROR;2017-11-10 17:18:24;openerp.sql_db: Connection to the database failed
2862;ERROR;2017-11-10 17:18:24;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2875;ERROR;2017-11-10 17:18:24;werkzeug: Error on request:
2918;ERROR;2017-11-10 17:18:24;openerp.sql_db: Connection to the database failed
2924;ERROR;2017-11-10 17:18:24;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2937;ERROR;2017-11-10 17:18:24;werkzeug: Error on request:
2980;ERROR;2017-11-10 17:18:26;openerp.sql_db: Connection to the database failed
2986;ERROR;2017-11-10 17:18:26;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
2999;ERROR;2017-11-10 17:18:26;werkzeug: Error on request:
3042;ERROR;2017-11-10 17:18:26;openerp.sql_db: Connection to the database failed
3048;ERROR;2017-11-10 17:18:26;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3061;ERROR;2017-11-10 17:18:26;werkzeug: Error on request:
3104;ERROR;2017-11-10 17:18:33;openerp.sql_db: Connection to the database failed
3110;ERROR;2017-11-10 17:18:33;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3123;ERROR;2017-11-10 17:18:33;werkzeug: Error on request:
3166;ERROR;2017-11-10 17:18:33;openerp.sql_db: Connection to the database failed
3172;ERROR;2017-11-10 17:18:33;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3185;ERROR;2017-11-10 17:18:33;werkzeug: Error on request:
3229;ERROR;2017-11-10 17:18:47;sql_db: Connection to the database failed
3235;ERROR;2017-11-10 17:18:47;addons.bus.bus: Bus.loop error, sleep and retry
3247;ERROR;2017-11-10 17:19:38;sql_db: Connection to the database failed
3253;ERROR;2017-11-10 17:19:38;addons.bus.bus: Bus.loop error, sleep and retry
3264;ERROR;2017-11-10 17:19:43;openerp.sql_db: Connection to the database failed
3270;ERROR;2017-11-10 17:19:43;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3283;ERROR;2017-11-10 17:19:43;werkzeug: Error on request:
3326;ERROR;2017-11-10 17:19:43;openerp.sql_db: Connection to the database failed
3332;ERROR;2017-11-10 17:19:43;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3345;ERROR;2017-11-10 17:19:43;werkzeug: Error on request:
3388;ERROR;2017-11-10 17:19:48;openerp.sql_db: Connection to the database failed
3394;ERROR;2017-11-10 17:19:48;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3407;ERROR;2017-11-10 17:19:48;werkzeug: Error on request:
3450;ERROR;2017-11-10 17:19:48;openerp.sql_db: Connection to the database failed
3456;ERROR;2017-11-10 17:19:48;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3469;ERROR;2017-11-10 17:19:48;werkzeug: Error on request:
3513;ERROR;2017-11-10 17:20:28;sql_db: Connection to the database failed
3519;ERROR;2017-11-10 17:20:28;addons.bus.bus: Bus.loop error, sleep and retry
3531;ERROR;2017-11-10 17:21:18;sql_db: Connection to the database failed
3537;ERROR;2017-11-10 17:21:18;addons.bus.bus: Bus.loop error, sleep and retry
3549;ERROR;2017-11-10 17:22:08;sql_db: Connection to the database failed
3555;ERROR;2017-11-10 17:22:08;addons.bus.bus: Bus.loop error, sleep and retry
3567;ERROR;2017-11-10 17:22:58;sql_db: Connection to the database failed
3573;ERROR;2017-11-10 17:22:58;addons.bus.bus: Bus.loop error, sleep and retry
3585;ERROR;2017-11-10 17:23:48;sql_db: Connection to the database failed
3591;ERROR;2017-11-10 17:23:48;addons.bus.bus: Bus.loop error, sleep and retry
3608;ERROR;2017-11-10 17:24:20;sql_db: Connection to the database failed
3614;CRITICAL;2017-11-10 17:24:20;service.server: Failed to initialize database `pg`.
3628;ERROR;2017-11-10 17:24:26;sql_db: Connection to the database failed
3634;ERROR;2017-11-10 17:24:26;addons.bus.bus: Bus.loop error, sleep and retry
3647;ERROR;2017-11-10 17:24:27;openerp.sql_db: Connection to the database failed
3653;ERROR;2017-11-10 17:24:27;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3666;ERROR;2017-11-10 17:24:27;werkzeug: Error on request:
3709;ERROR;2017-11-10 17:24:27;openerp.sql_db: Connection to the database failed
3715;ERROR;2017-11-10 17:24:27;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3728;ERROR;2017-11-10 17:24:27;werkzeug: Error on request:
3771;ERROR;2017-11-10 17:24:30;openerp.sql_db: Connection to the database failed
3777;ERROR;2017-11-10 17:24:30;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3790;ERROR;2017-11-10 17:24:30;werkzeug: Error on request:
3833;ERROR;2017-11-10 17:24:30;openerp.sql_db: Connection to the database failed
3839;ERROR;2017-11-10 17:24:30;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3852;ERROR;2017-11-10 17:24:30;werkzeug: Error on request:
3895;ERROR;2017-11-10 17:24:32;openerp.sql_db: Connection to the database failed
3901;ERROR;2017-11-10 17:24:32;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3914;ERROR;2017-11-10 17:24:32;werkzeug: Error on request:
3957;ERROR;2017-11-10 17:24:33;openerp.sql_db: Connection to the database failed
3963;ERROR;2017-11-10 17:24:33;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
3976;ERROR;2017-11-10 17:24:33;werkzeug: Error on request:
4020;ERROR;2017-11-10 17:25:16;sql_db: Connection to the database failed
4026;ERROR;2017-11-10 17:25:16;addons.bus.bus: Bus.loop error, sleep and retry
4037;ERROR;2017-11-10 17:25:57;openerp.sql_db: Connection to the database failed
4043;ERROR;2017-11-10 17:25:57;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
4056;ERROR;2017-11-10 17:25:57;werkzeug: Error on request:
4099;ERROR;2017-11-10 17:25:57;openerp.sql_db: Connection to the database failed
4105;ERROR;2017-11-10 17:25:57;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
4118;ERROR;2017-11-10 17:25:57;werkzeug: Error on request:
4161;ERROR;2017-11-10 17:25:59;openerp.sql_db: Connection to the database failed
4167;ERROR;2017-11-10 17:25:59;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
4180;ERROR;2017-11-10 17:25:59;werkzeug: Error on request:
4223;ERROR;2017-11-10 17:26:00;openerp.sql_db: Connection to the database failed
4229;ERROR;2017-11-10 17:26:00;"openerp.http: FATAL:  password authentication failed for user ""openpg"""
4242;ERROR;2017-11-10 17:26:00;werkzeug: Error on request:
4286;ERROR;2017-11-10 17:26:06;sql_db: Connection to the database failed
4292;ERROR;2017-11-10 17:26:06;addons.bus.bus: Bus.loop error, sleep and retry
4304;ERROR;2017-11-10 17:26:56;sql_db: Connection to the database failed
4310;ERROR;2017-11-10 17:26:56;addons.bus.bus: Bus.loop error, sleep and retry
4327;ERROR;2017-11-10 17:27:36;sql_db: Connection to the database failed
4333;CRITICAL;2017-11-10 17:27:36;service.server: Failed to initialize database `pg`.
4354;WARNING;2017-11-10 17:29:12;openerp.modules.module: module some_product_blog_v2: module not found
4355;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module some_product_blog_v2: not installable, skipped
4356;WARNING;2017-11-10 17:29:12;openerp.modules.module: module profile_management: module not found
4357;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module profile_management: not installable, skipped
4358;WARNING;2017-11-10 17:29:12;openerp.modules.module: module web_tree_image: module not found
4359;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module web_tree_image: not installable, skipped
4360;WARNING;2017-11-10 17:29:12;openerp.modules.module: module web_ckeditor4: module not found
4361;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module web_ckeditor4: not installable, skipped
4362;WARNING;2017-11-10 17:29:12;openerp.modules.module: module some_product_website_management: module not found
4363;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module some_product_website_management: not installable, skipped
4364;WARNING;2017-11-10 17:29:12;openerp.modules.module: module some_product_uys: module not found
4365;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module some_product_uys: not installable, skipped
4366;WARNING;2017-11-10 17:29:12;openerp.modules.module: module some_product_faq: module not found
4367;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module some_product_faq: not installable, skipped
4368;WARNING;2017-11-10 17:29:12;openerp.modules.module: module some_product_shop: module not found
4369;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module some_product_shop: not installable, skipped
4370;WARNING;2017-11-10 17:29:12;openerp.modules.module: module flixo_online: module not found
4371;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module flixo_online: not installable, skipped
4372;WARNING;2017-11-10 17:29:12;openerp.modules.module: module super_mail: module not found
4373;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module super_mail: not installable, skipped
4374;WARNING;2017-11-10 17:29:12;openerp.modules.module: module internal_thread: module not found
4375;WARNING;2017-11-10 17:29:12;openerp.modules.graph: module internal_thread: not installable, skipped
4376;WARNING;2017-11-10 17:29:12;openerp.modules.graph: Some modules were not loaded.
4381;WARNING;2017-11-10 17:29:15;openerp.fields: Field external.mail.messages.dialogue_id with unknown comodel_name 'external.mail.dialogue'
4407;ERROR;2017-11-10 17:30:34;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4426;ERROR;2017-11-10 17:30:55;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4438;ERROR;2017-11-10 17:33:18;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4450;ERROR;2017-11-10 17:33:39;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4462;ERROR;2017-11-10 17:38:04;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4474;ERROR;2017-11-10 17:38:25;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4486;ERROR;2017-11-10 17:43:36;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4498;ERROR;2017-11-10 17:43:57;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4510;ERROR;2017-11-10 17:48:18;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4522;ERROR;2017-11-10 17:48:39;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4534;ERROR;2017-11-10 17:53:00;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4546;ERROR;2017-11-10 17:53:21;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4558;ERROR;2017-11-10 17:58:01;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4570;ERROR;2017-11-10 17:58:22;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4582;ERROR;2017-11-10 18:03:43;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4594;ERROR;2017-11-10 18:04:04;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4606;ERROR;2017-11-10 19:52:23;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4618;ERROR;2017-11-10 19:52:44;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4630;ERROR;2017-11-10 19:53:52;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4642;ERROR;2017-11-10 19:54:13;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4668;ERROR;2017-11-10 19:58:11;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4680;ERROR;2017-11-10 19:58:32;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4692;ERROR;2017-11-10 20:02:57;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4704;ERROR;2017-11-10 20:03:18;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4730;WARNING;2017-11-10 20:05:07;openerp.modules.module: module some_product_blog_v2: module not found
4731;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module some_product_blog_v2: not installable, skipped
4732;WARNING;2017-11-10 20:05:07;openerp.modules.module: module profile_management: module not found
4733;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module profile_management: not installable, skipped
4734;WARNING;2017-11-10 20:05:07;openerp.modules.module: module web_tree_image: module not found
4735;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module web_tree_image: not installable, skipped
4736;WARNING;2017-11-10 20:05:07;openerp.modules.module: module web_ckeditor4: module not found
4737;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module web_ckeditor4: not installable, skipped
4738;WARNING;2017-11-10 20:05:07;openerp.modules.module: module some_product_website_management: module not found
4739;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module some_product_website_management: not installable, skipped
4740;WARNING;2017-11-10 20:05:07;openerp.modules.module: module some_product_uys: module not found
4741;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module some_product_uys: not installable, skipped
4742;WARNING;2017-11-10 20:05:07;openerp.modules.module: module some_product_faq: module not found
4743;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module some_product_faq: not installable, skipped
4744;WARNING;2017-11-10 20:05:07;openerp.modules.module: module some_product_shop: module not found
4745;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module some_product_shop: not installable, skipped
4746;WARNING;2017-11-10 20:05:07;openerp.modules.module: module flixo_online: module not found
4747;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module flixo_online: not installable, skipped
4748;WARNING;2017-11-10 20:05:07;openerp.modules.module: module super_mail: module not found
4749;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module super_mail: not installable, skipped
4750;WARNING;2017-11-10 20:05:07;openerp.modules.module: module internal_thread: module not found
4751;WARNING;2017-11-10 20:05:07;openerp.modules.graph: module internal_thread: not installable, skipped
4752;WARNING;2017-11-10 20:05:07;openerp.modules.graph: Some modules were not loaded.
4757;WARNING;2017-11-10 20:05:10;openerp.fields: Field external.mail.messages.dialogue_id with unknown comodel_name 'external.mail.dialogue'
4769;ERROR;2017-11-10 20:08:17;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4778;ERROR;2017-11-10 20:08:27;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4787;ERROR;2017-11-10 20:13:36;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4799;ERROR;2017-11-10 20:13:57;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4811;ERROR;2017-11-10 20:18:22;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4823;ERROR;2017-11-10 20:18:43;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4835;ERROR;2017-11-10 20:23:08;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4847;ERROR;2017-11-10 20:23:29;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4867;ERROR;2017-11-10 20:28:48;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server info@some_product.de.
4879;ERROR;2017-11-10 20:29:10;openerp.addons.fetchmail.fetchmail: General failure when trying to fetch mail from pop server catchall@some_product.de.
4898;WARNING;2017-11-10 20:29:17;openerp.modules.module: module some_product_blog_v2: module not found
4899;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module some_product_blog_v2: not installable, skipped
4900;WARNING;2017-11-10 20:29:17;openerp.modules.module: module profile_management: module not found
4901;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module profile_management: not installable, skipped
4902;WARNING;2017-11-10 20:29:17;openerp.modules.module: module web_tree_image: module not found
4903;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module web_tree_image: not installable, skipped
4904;WARNING;2017-11-10 20:29:17;openerp.modules.module: module web_ckeditor4: module not found
4905;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module web_ckeditor4: not installable, skipped
4906;WARNING;2017-11-10 20:29:17;openerp.modules.module: module some_product_website_management: module not found
4907;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module some_product_website_management: not installable, skipped
4908;WARNING;2017-11-10 20:29:17;openerp.modules.module: module fetchmail: module not found
4909;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module fetchmail: not installable, skipped
4910;WARNING;2017-11-10 20:29:17;openerp.modules.module: module some_product_uys: module not found
4911;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module some_product_uys: not installable, skipped
4912;WARNING;2017-11-10 20:29:17;openerp.modules.module: module some_product_faq: module not found
4913;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module some_product_faq: not installable, skipped
4914;WARNING;2017-11-10 20:29:17;openerp.modules.module: module some_product_shop: module not found
4915;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module some_product_shop: not installable, skipped
4916;WARNING;2017-11-10 20:29:17;openerp.modules.module: module flixo_online: module not found
4917;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module flixo_online: not installable, skipped
4918;WARNING;2017-11-10 20:29:17;openerp.modules.module: module super_mail: module not found
4919;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module super_mail: not installable, skipped
4920;WARNING;2017-11-10 20:29:17;openerp.modules.module: module internal_thread: module not found
4921;WARNING;2017-11-10 20:29:17;openerp.modules.graph: module internal_thread: not installable, skipped
4922;ERROR;2017-11-10 20:29:17;openerp.modules.graph: module event_sale: Unmet dependencies: sale_crm
4923;ERROR;2017-11-10 20:29:17;openerp.modules.graph: module hr_applicant_document: Unmet dependencies: hr_recruitment
4924;ERROR;2017-11-10 20:29:17;openerp.modules.graph: module gamification_sale_crm: Unmet dependencies: sale_crm
4925;ERROR;2017-11-10 20:29:17;openerp.modules.graph: module crm_mass_mailing: Unmet dependencies: crm
4926;ERROR;2017-11-10 20:29:17;openerp.modules.graph: module external_email_service: Unmet dependencies: crm
4927;ERROR;2017-11-10 20:29:17;openerp.modules.graph: module website_crm: Unmet dependencies: crm
